지난 시즌	NNG
지난 주말	NNG
지난 한 해 동안	NNG
지난달 15~17일	NNG
지난달 27일부터 지난 10일까지	NNG
지난달 30∼31일	NNG
지난달 8∼12일	NNG
지난밤	NNG
지난번	NNG
지난여름	NNG
지난해	NNG
지난해 10월부터 올해 3월까지	NNG
지난해 4분기	NNG
지난해 5~7월	NNG
지난해 6월 25일부터 4월 8일까지	NNG
지난해 8월말부터 12월10일까지	NNG
지난해 말부터 올해 초까지	NNG
지날 14일부터 오늘(16일)까지	NNG
진종일	NNG
천년	NNG
첫가을	NNG
첫겨울	NNG
첫새벽	NNG
첫여름	NNG
초가을	NNG
초경	NNG
초등학교 4학년 땐	NNG
초등학교부터 고등학교때까지	NNG
초등학생 시절	NNG
초반	NNG
초봄	NNG
초순	NNG
초여름	NNG
초열흘	NNG
초열흘날	NNG
초엿샛날	NNG
초이레	NNG
초이렛날	NNG
초이튿날	NNG
초저녁	NNG
초하룻날	NNG
최근 10년 내	NNG
최근 1주일간	NNG
최근 3년 이내	NNG
최근 3년간	NNG
최근 일주일	NNG
추석	NNG
추석 연휴	NNG
추석연휴	NNG
추야	NNG
춘분	NNG
춘추	NNG
칠년	NNG
칠십년	NNG
크리스마스	NNG
토요일	NNG
틈	NNG
팔년	NNG
팔십년	NNG
평일	NNG
포스트시즌	NNG
하루	NNG
하루 동안	NNG
하루 만	NNG
하루 만인	NNG
하루 이틀	NNG
하루 종일	NNG
하루만	NNG
하루아침	NNG
하루이틀일	NNG
하루종일	NNG
하루하루	NNG
하룻날	NNG
하룻밤	NNG
하반기	NNG
하순	NNG
하지	NNG
학기	NNG
학창시절	NNG
한 15년쯤	NNG
한 1주	NNG
한 2주간	NNG
한 5년주기	NNG
한 6개월	NNG
한 달	NNG
한 달 간	NNG
한 달 만	NNG
한 달 이상	NNG
한 달간	NNG
한 달여 만	NNG
한 달째	NNG
한 달치	NNG
한 평생	NNG
한 해	NNG
한 해 동안	NNG
한10년	NNG
한3~4년내	NNG
한3주	NNG
한가위	NNG
한겨울	NNG
한낮	NNG
한달	NNG
한달 내	NNG
한달 내내	NNG
한달 동안	NNG
한달간	NNG
한달동안	NNG
한두 달 가량	NNG
한두 달간	NNG
한밤	NNG
한밤중	NNG
한순	NNG
한식	NNG
한식날	NNG
한여름	NNG
한해	NNG
해거름	NNG
해종일	NNG
혁명기	NNG
현대	NNG
현재	NNG
화요일	NNG
환절기	NNG
후	NNG
후기	NNG
후년	NNG
후반기	NNG
90분	NNG
08:40∼10:00	NNG
0시부터 자정까지	NNG
100시간	NNG
10-20분 정도	NNG
109분짜리	NNG
10분	NNG
10분 만	NNG
10분 안	NNG
10분간	NNG
10분내	NNG
10분동안	NNG
10분만	NNG
10분씩	NNG
10분이상	NNG
10분정도	NNG
10분짜리	NNG
10분쯤	NNG
10시간	NNG
10시까지	NNG
10여 분 만	NNG
10여 초	NNG
10여분 간	NNG
10여분 동안	NNG
10초	NNG
10초만	NNG
11분	NNG
11분 동안	NNG
11분 만	NNG
120시간	NNG
121분	NNG
125분짜리	NNG
12시간	NNG
136시간	NNG
13시간 30분	NNG
142분	NNG
14시간가량	NNG
14시간만	NNG
14시간씩	NNG
15~20분 정도	NNG
15분	NNG
15분 가량	NNG
15분 정도	NNG
15분만	NNG
15초	NNG
15초간	NNG
160시간	NNG
16분	NNG
179분 동안	NNG
17분	NNG
180분짜리	NNG
19분	NNG
1분	NNG
1분 16분	NNG
1분 1초	NNG
1분 40초	NNG
1분10초04	NNG
1분1초	NNG
1분45초25	NNG
1분59초	NNG
1분만	NNG
1시간	NNG
1시간 20분동안	NNG
1시간 35분	NNG
1시간 40분 동안	NNG
1시간 가량	NNG
1시간 만	NNG
1시간30분	NNG
1시간30분가량	NNG
1시간30분동안	NNG
1시간30분여 동안	NNG
1시간50분동안	NNG
1시간가량	NNG
1시간동안	NNG
1시간만	NNG
1시간여	NNG
1시간여 만	NNG
1시간이상	NNG
1시간정도	NNG
1일 오후	NNG
1천669시간	NNG
1천735시간	NNG
1천770시간	NNG
1천788시간	NNG
1초	NNG
1초 이상	NNG
1초당	NNG
1초만	NNG
2~30분	NNG
200분간	NNG
20분	NNG
20분간	NNG
20분동안	NNG
20분만	NNG
20분이상	NNG
20분정도	NNG
20시간	NNG
20여 분간	NNG
20여 분만	NNG
20초간	NNG
21분	NNG
2285시간	NNG
22분	NNG
22초	NNG
23분	NNG
24분	NNG
24시간	NNG
25분 만	NNG
25분 정도	NNG
25분간	NNG
25시간	NNG
26분	NNG
27분	NNG
27초	NNG
28분짜리	NNG
29분4초짜리	NNG
2분	NNG
2분 13초	NNG
2분 30초 만	NNG
2분 40초쯤	NNG
2분 만	NNG
2분00초31	NNG
2분간	NNG
2분만	NNG
2시간	NNG
2시간 30분	NNG
2시간 30분 만	NNG
2시간 가량	NNG
2시간 내내	NNG
2시간 동안	NNG
2시간 만	NNG
2시간 반	NNG
2시간 안	NNG
2시간 이내	NNG
2시간 정도	NNG
2시간15분만	NNG
2시간가량	NNG
2시간동안	NNG
2시간반동안	NNG
2시간안	NNG
2시간여	NNG
2시간여 동안	NNG
2시간여동안	NNG
2시간짜리	NNG
30 분 짜리	NNG
30~50시간	NNG
300분	NNG
30분	NNG
30분 가량	NNG
30분 만	NNG
30분 밖	NNG
30분 정도	NNG
30분 짜리	NNG
30분가량	NNG
30분간	NNG
30분내	NNG
30분동안	NNG
30분만	NNG
30분정도	NNG
30분짜리	NNG
30분쯤	NNG
30여분	NNG
30여분간	NNG
30여시간 동안	NNG
30초 동안	NNG
30초만	NNG
30초이상	NNG
33분	NNG
33초만	NNG
34분	NNG
34분 만	NNG
35분	NNG
35분 정도	NNG
35초마다	NNG
36분	NNG
36초57	NNG
39분	NNG
3분	NNG
3분 만	NNG
3분37초71	NNG
3분40초85	NNG
3분만	NNG
3분여간	NNG
3분이상	NNG
3분정도	NNG
3분짜리	NNG
3시간	NNG
3시간 10분	NNG
3시간 30분	NNG
3시간 40분	NNG
3시간 50분	NNG
3시간 가량	NNG
3시간 동안	NNG
3시간 만	NNG
3시간20분	NNG
3시간30분	NNG
3시간40분	NNG
3시간50분	NNG
3시간동안	NNG
3시간여	NNG
3시간여 동안	NNG
3초	NNG
3초만	NNG
4~5시간	NNG
4∼5초가량	NNG
40분	NNG
40분 정도	NNG
40분가량	NNG
40분간	NNG
40분만	NNG
40시간	NNG
40여 분	NNG
40여분만	NNG
41분	NNG
43분	NNG
43시간 만	NNG
44분	NNG
45초 만	NNG
46분	NNG
48시간	NNG
48시간 이상	NNG
48시간까지	NNG
4분 4초	NNG
4시간	NNG
4시간 10분	NNG
4시간 11분	NNG
4시간 2분	NNG
4시간 30분	NNG
4시간 동안	NNG
4시간 밖에	NNG
4시간30분	NNG
4시간40분	NNG
4시간가량	NNG
4시간동안	NNG
4시간씩	NNG
4시간짜리	NNG
5~6분	NNG
5∼6분씩	NNG
5∼6시간	NNG
50분	NNG
50분 만	NNG
50분여만	NNG
50분짜리	NNG
55분 만	NNG
5분	NNG
5분 동안	NNG
5분 만	NNG
5분 이상	NNG
5분만	NNG
5분안	NNG
5분여간	NNG
5분정돈	NNG
5시간	NNG
5시간 38분	NNG
5시간 40분	NNG
5시간 50분	NNG
5시간40분	NNG
5시간여 동안	NNG
5시간여만	NNG
6∼7 시간	NNG
60분	NNG
65분짜리	NNG
6분	NNG
6분 35초 만	NNG
6분만	NNG
6시간	NNG
6시간 18분	NNG
6시간 40분	NNG
6시간30분	NNG
6시간50분	NNG
6시간만	NNG
6천 시간 이상	NNG
6초 만	NNG
70분	NNG
72시간	NNG
